"module","xml_name","id","priority","inherit_id","id-2","name","model","key","priority-2","type","arch_db","arch_fs","arch_updated","arch_prev","inherit_id-2","field_parent","mode","active","create_uid","create_date","write_uid","write_date","customize_show","website_meta_title","website_meta_description","website_meta_keywords","website_meta_og_img","seo_name","website_id","track","visibility","visibility_password","theme_template_id"
"web_editor","_assets_backend_helpers",338,16,215,338,"_assets_backend_helpers",NULL,"web_editor._assets_backend_helpers",16,"qweb","<?xml version=""1.0""?>
<data inherit_id=""web._assets_backend_helpers"">
    <xpath expr=""//link"" position=""before"">
        <link rel=""stylesheet"" type=""text/scss"" href=""/web_editor/static/src/scss/bootstrap_overridden_backend.scss""/>
        <link rel=""stylesheet"" type=""text/scss"" href=""/web_editor/static/src/scss/bootstrap_overridden.scss""/>
    </xpath>
</data>

","web_editor/views/editor.xml",NULL,NULL,215,NULL,"extension",True,1,"2021-03-12 09:31:49.546553",1,"2021-03-12 09:31:49.546553",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"web_editor","_assets_frontend_helpers",340,16,216,340,"_assets_frontend_helpers",NULL,"web_editor._assets_frontend_helpers",16,"qweb","<?xml version=""1.0""?>
<data inherit_id=""web._assets_frontend_helpers"">
    <xpath expr=""//link"" position=""before"">
        <link rel=""stylesheet"" type=""text/scss"" href=""/web_editor/static/src/scss/bootstrap_overridden.scss""/>
    </xpath>
</data>

","web_editor/views/editor.xml",NULL,NULL,216,NULL,"extension",True,1,"2021-03-12 09:31:49.546553",1,"2021-03-12 09:31:49.546553",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"website","_assets_frontend_helpers_user_custom",2172,99,216,2172,"_assets_frontend_helpers_user_custom",NULL,"website._assets_frontend_helpers_user_custom",99,"qweb","<?xml version=""1.0""?>
<data inherit_id=""web._assets_frontend_helpers"" priority=""99"">
    <xpath expr=""//link"" position=""before"">
        <!-- Custom empty file for user custom bootstrap override -->
        <link rel=""stylesheet"" type=""text/scss"" href=""/website/static/src/scss/user_custom_bootstrap_overridden.scss""/>
    </xpath>
</data>

","website/views/assets.xml",NULL,NULL,216,NULL,"extension",True,1,"2021-03-12 09:33:58.867901",1,"2021-03-12 09:33:58.867901",False,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL
"web","assets_common_lazy",221,16,220,221,"assets_common_lazy",NULL,"web.assets_common_lazy",16,"qweb","<?xml version=""1.0""?>
<data inherit_id=""web.assets_common"" primary=""True"">
        <xpath expr=""//t[@t-call='web._assets_common_minimal_js']"" position=""replace""/>
    <xpath expr=""."" position=""attributes""><attribute name=""t-name"">web.assets_common_lazy</attribute></xpath></data>

    ","web/views/webclient_templates.xml",NULL,NULL,220,NULL,"primary",True,1,"2021-03-12 09:31:41.328727",1,"2021-03-12 09:31:41.328727",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"web_editor","assets_common",337,16,220,337,"Web Editor Common Assets (used in backend interface and website)",NULL,"web_editor.assets_common",16,"qweb","<?xml version=""1.0""?>
<data inherit_id=""web.assets_common"" name=""Web Editor Common Assets (used in backend interface and website)"">
    <xpath expr=""script[last()]"" position=""after"">
        <script type=""text/javascript"" src=""/web_editor/static/lib/vkbeautify/vkbeautify.0.99.00.beta.js""/>
        <script type=""text/javascript"" src=""/web_editor/static/src/js/common/ace.js""/>
        <script type=""text/javascript"" src=""/web_editor/static/src/js/common/utils.js""/>
        <script type=""text/javascript"" src=""/web_editor/static/src/js/wysiwyg/root.js""/>
    </xpath>
</data>

","web_editor/views/editor.xml",NULL,NULL,220,NULL,"extension",True,1,"2021-03-12 09:31:49.546553",1,"2021-03-12 09:31:49.546553",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"web_enterprise","assets_common",354,16,220,354,"web_enterprise assets common",NULL,"web_enterprise.assets_common",16,"qweb","<?xml version=""1.0""?>
<data name=""web_enterprise assets common"" inherit_id=""web.assets_common"">
        <xpath expr=""//link[@href='/web/static/src/scss/ui_extra.scss']"" position=""replace"">
            <link rel=""stylesheet"" type=""text/scss"" href=""/web_enterprise/static/src/scss/ui.scss""/>
        </xpath>
        <xpath expr=""//link[last()]"" position=""after"">
            <link rel=""stylesheet"" type=""text/scss"" href=""/web_enterprise/static/src/scss/fonts.scss""/>
        </xpath>
    </data>

    ","web_enterprise/views/webclient_templates.xml",NULL,NULL,220,NULL,"extension",True,1,"2021-03-12 09:31:49.923196",1,"2021-03-12 09:31:49.923196",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"web_tour","assets_common",367,16,220,367,"tours assets",NULL,"web_tour.assets_common",16,"qweb","<?xml version=""1.0""?>
<data name=""tours assets"" inherit_id=""web.assets_common"">
            <xpath expr=""."" position=""inside"">
                <link rel=""stylesheet"" type=""text/scss"" href=""/web_tour/static/src/scss/tip.scss""/>
                <script type=""text/javascript"" src=""/web_tour/static/src/js/tip.js""/>
                <script type=""text/javascript"" src=""/web_tour/static/src/js/tour_utils.js""/>
                <script type=""text/javascript"" src=""/web_tour/static/src/js/running_tour_action_helper.js""/>
                <script type=""text/javascript"" src=""/web_tour/static/src/js/tour_manager.js""/>
                <script type=""text/javascript"" src=""/web_tour/static/src/js/tour_service.js""/>
                <script type=""text/javascript"" src=""/web_tour/static/src/js/tour_step_utils.js""/>
            </xpath>
        </data>

        ","web_tour/views/tour_templates.xml",NULL,NULL,220,NULL,"extension",True,1,"2021-03-12 09:31:52.858015",1,"2021-03-12 09:31:52.858015",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"web_tour","assets_common_disable_tour",373,16,220,373,"disable tour",NULL,"web_tour.assets_common_disable_tour",16,"qweb","<?xml version=""1.0""?>
<data name=""disable tour"" inherit_id=""web.assets_common"">
        <xpath expr=""."" position=""inside"">
            <script type=""text/javascript"" src=""/web_tour/static/src/js/tour_disable.js""/>
        </xpath>
    </data>

","web_tour/data/web_tour_demo.xml",NULL,NULL,220,NULL,"extension",True,1,"2021-03-12 09:31:52.858015",1,"2021-03-12 09:31:52.858015",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"auth_password_policy","assets_common",375,16,220,375,"Password Policy Common Assets",NULL,"auth_password_policy.assets_common",16,"qweb","<?xml version=""1.0""?>
<data inherit_id=""web.assets_common"" name=""Password Policy Common Assets"">
        <xpath expr=""."" position=""inside"">
            <script type=""text/javascript"" src=""/auth_password_policy/static/src/js/password_gauge.js""/>
            <link rel=""stylesheet"" type=""text/css"" href=""/auth_password_policy/static/src/css/password_field.css""/>
        </xpath>
    </data>
","auth_password_policy/views/assets.xml",NULL,NULL,220,NULL,"extension",True,1,"2021-03-12 09:31:53.058533",1,"2021-03-12 09:31:53.058533",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"event","assets_common",1321,16,220,1321,"Event Assets Common",NULL,"event.assets_common",16,"qweb","<?xml version=""1.0""?>
<data name=""Event Assets Common"" inherit_id=""web.assets_common"">
            <xpath expr=""//script[last()]"" position=""after"">
                <script type=""text/javascript"" src=""/event/static/src/js/tours/event_tour.js""/>
            </xpath>
        </data>
    ","event/views/event_templates.xml",NULL,NULL,220,NULL,"extension",True,1,"2021-03-12 09:33:02.902346",1,"2021-03-12 09:33:02.902346",False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"sign","assets_common",1367,16,220,1367,"assets_common",NULL,"sign.assets_common",16,"qweb","<?xml version=""1.0""?>
<data inherit_id=""web.assets_common"">
        <xpath expr=""script[last()]"" position=""after"">
            <script type=""text/javascript"" src=""/sign/static/src/js/sign_common.js""/>
        </xpath>
        <xpath expr=""link[last()]"" position=""after"">
            <link rel=""stylesheet"" type=""text/scss"" href=""/sign/static/src/scss/sign_common.scss""/>
        </xpath>
    </data>

    ","sign/views/sign_request_templates.xml",NULL,NULL,220,NULL,"extension",True,1,"2021-03-12 09:33:09.531816",1,"2021-03-12 09:33:09.531816",False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"mass_mailing","assets_common",1889,16,220,1889,"Mass Mailing Assets Common",NULL,"mass_mailing.assets_common",16,"qweb","<?xml version=""1.0""?>
<data name=""Mass Mailing Assets Common"" inherit_id=""web.assets_common"">
        <xpath expr=""//script[last()]"" position=""after"">
            <script type=""text/javscript"" src=""/mass_mailing/static/src/js/tours/mass_mailing_tour.js""/>
        </xpath>
    </data>

    ","mass_mailing/views/assets.xml",NULL,NULL,220,NULL,"extension",True,1,"2021-03-12 09:33:43.782272",1,"2021-03-12 09:33:43.782272",False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"stock","assets_stock_print_report",2145,16,220,2145,"assets_stock_print_report",NULL,"stock.assets_stock_print_report",16,"qweb","<?xml version=""1.0""?>
<data inherit_id=""web.assets_common"">
        <xpath expr=""."" position=""inside"">
            <link rel=""stylesheet"" type=""text/scss"" href=""/stock/static/src/scss/stock_traceability_report.scss""/>
        </xpath>
    </data>

    ","stock/views/report_stock_traceability.xml",NULL,NULL,220,NULL,"extension",True,1,"2021-03-12 09:33:52.324801",1,"2021-03-12 09:33:52.324801",False,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"mrp","assets_common",2908,16,220,2908,"mrp bom common assets",NULL,"mrp.assets_common",16,"qweb","<?xml version=""1.0""?>
<data name=""mrp bom common assets"" inherit_id=""web.assets_common"">
        <xpath expr=""."" position=""inside"">
            <link rel=""stylesheet"" type=""text/scss"" href=""/mrp/static/src/scss/mrp_bom_report.scss""/>
            <link rel=""stylesheet"" type=""text/scss"" href=""/mrp/static/src/scss/mrp_fields.scss""/>
            <link rel=""stylesheet"" type=""text/scss"" href=""/mrp/static/src/scss/mrp_gantt.scss""/>
            <link rel=""stylesheet"" type=""text/scss"" href=""/mrp/static/src/scss/mrp_document_kanban_view.scss""/>
        </xpath>
    </data>

    ","mrp/views/assets.xml",NULL,NULL,220,NULL,"extension",True,1,"2021-03-12 09:34:57.870317",1,"2021-03-12 09:34:57.870317",False,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL
"website_event","assets_common",3846,16,220,3846,"Event Assets Common",NULL,"website_event.assets_common",16,"qweb","<?xml version=""1.0""?>
<data inherit_id=""web.assets_common"" name=""Event Assets Common"">
        <xpath expr=""//script[last()]"" position=""after"">
            <script type=""text/javascript"" src=""/website_event/static/src/js/tours/event_tour.js""/>
        </xpath>
    </data>

    ","website_event/views/assets.xml",NULL,NULL,220,NULL,"extension",True,1,"2021-03-12 09:37:08.03846",1,"2021-03-12 09:37:08.03846",False,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL
"mrp_account_enterprise","assets_mrp_cost_structure_report",4322,16,220,4322,"assets_mrp_cost_structure_report",NULL,"mrp_account_enterprise.assets_mrp_cost_structure_report",16,"qweb","<?xml version=""1.0""?>
<data inherit_id=""web.assets_common"">
        <xpath expr=""."" position=""inside"">
            <link rel=""stylesheet"" type=""text/scss"" href=""/mrp_account_enterprise/static/src/scss/cost_structure_report.scss""/>
        </xpath>
    </data>
","mrp_account_enterprise/views/mrp_account_enterprise_templates.xml",NULL,NULL,220,NULL,"extension",True,1,"2021-03-12 09:38:13.439991",1,"2021-03-12 09:38:13.439991",False,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL
"website_sale","assets_common",4768,16,220,4768,"tour",NULL,"website_sale.assets_common",16,"qweb","<?xml version=""1.0""?>
<data name=""tour"" inherit_id=""web.assets_common"">
        <xpath expr=""."" position=""inside"">
            <script type=""text/javascript"" src=""/website_sale/static/src/js/tours/website_sale_shop.js""/>
        </xpath>
    </data>

    ","website_sale/views/templates.xml",NULL,NULL,220,NULL,"extension",True,1,"2021-03-12 09:39:52.177221",1,"2021-03-12 09:39:52.177221",False,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL
"website_delivery_ups","assets_common",5547,16,220,5547,"UPS bill my account common assets",NULL,"website_delivery_ups.assets_common",16,"qweb","<?xml version=""1.0""?>
<data inherit_id=""web.assets_common"" name=""UPS bill my account common assets"">
        <xpath expr=""."" position=""inside"">
            <script src=""/website_delivery_ups/static/src/js/delivery_ups.js""/>
        </xpath>
    </data>

    ","website_delivery_ups/views/delivery_ups_templates.xml",NULL,NULL,220,NULL,"extension",True,1,"2021-03-12 09:44:57.827199",1,"2021-03-12 09:44:57.827199",False,NULL,NULL,NULL,NULL,NULL,NULL,False,NULL,NULL,NULL
"web_mobile","assets_backend",489,1,222,489,"Mobile Assets",NULL,"web_mobile.assets_backend",1,"qweb","<?xml version=""1.0""?>
<data inherit_id=""web.assets_backend"" name=""Mobile Assets"" priority=""1"">
        <xpath expr=""."" position=""inside"">
            <script type=""text/javascript"" src=""/web_mobile/static/src/js/core/mixins.js""/>
            <script type=""text/javascript"" src=""/web_mobile/static/src/js/core/dialog.js""/>
            <script type=""text/javascript"" src=""/web_mobile/static/src/js/core/session.js""/>

            <script type=""text/javascript"" src=""/web_mobile/static/src/js/services/core.js""/>

            <script type=""text/javascript"" src=""/web_mobile/static/src/js/action_manager.js""/>
            <script type=""text/javascript"" src=""/web_mobile/static/src/js/barcode_fields.js""/>
            <script type=""text/javascript"" src=""/web_mobile/static/src/js/contact_sync.js""/>
            <script type=""text/javascript"" src=""/web_mobile/static/src/js/crash_manager.js""/>
            <script type=""text/javascript"" src=""/web_mobile/static/src/js/datepicker.js""/>
            <script type=""text/javascript"" src=""/web_mobile/static/src/js/form_renderer.js""/>
            <script type=""text/javascript"" src=""/web_mobile/static/src/js/form_view.js""/>
            <script type=""text/javascript"" src=""/web_mobile/static/src/js/pivot_renderer.js""/>
            <script type=""text/javascript"" src=""/web_mobile/static/src/js/user_menu.js""/>
            <script type=""text/javascript"" src=""/web_mobile/static/src/js/user_preferences_form_view.js""/>
            <link rel=""stylesheet"" type=""text/scss"" href=""/web_mobile/static/src/scss/mobile.scss""/>
            <link rel=""stylesheet"" type=""text/scss"" href=""/web_mobile/static/src/scss/pivot_view_mobile.scss""/>
        </xpath>
    </data>

    ","web_mobile/views/mobile_template.xml",NULL,NULL,222,NULL,"extension",True,1,"2021-03-12 09:32:02.396616",1,"2021-03-12 09:32:02.396616",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"barcodes","assets_backend",274,16,222,274,"barcodes assets",NULL,"barcodes.assets_backend",16,"qweb","<?xml version=""1.0""?>
<data name=""barcodes assets"" inherit_id=""web.assets_backend"">
            <xpath expr=""."" position=""inside"">
                <script type=""text/javascript"" src=""/barcodes/static/src/js/barcode_parser.js""/>
                <script type=""text/javascript"" src=""/barcodes/static/src/js/barcode_events.js""/>
                <script type=""text/javascript"" src=""/barcodes/static/src/js/barcode_form_view.js""/>
                <script type=""text/javascript"" src=""/barcodes/static/src/js/barcode_field.js""/>
            </xpath>
        </data>

        ","barcodes/views/barcodes_templates.xml",NULL,NULL,222,NULL,"extension",True,1,"2021-03-12 09:31:42.997959",1,"2021-03-12 09:31:42.997959",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"base_import","assets_backend",277,16,222,277,"base_import assets",NULL,"base_import.assets_backend",16,"qweb","<?xml version=""1.0""?>
<data name=""base_import assets"" inherit_id=""web.assets_backend"">
            <xpath expr=""."" position=""inside"">
                <link rel=""stylesheet"" type=""text/scss"" href=""/base_import/static/src/scss/base_import.scss""/>
                <script type=""text/javascript"" src=""/base_import/static/lib/javascript-state-machine/state-machine.js""/>
                <script type=""text/javascript"" src=""/base_import/static/src/js/import_action.js""/>
                <script type=""text/javascript"" src=""/base_import/static/src/js/import_menu.js""/>
            </xpath>
        </data>

        ","base_import/views/base_import_templates.xml",NULL,NULL,222,NULL,"extension",True,1,"2021-03-12 09:31:43.244244",1,"2021-03-12 09:31:43.244244",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"base_setup","assets_backend",282,16,222,282,"dev tool assets",NULL,"base_setup.assets_backend",16,"qweb","<?xml version=""1.0""?>
<data name=""dev tool assets"" inherit_id=""web.assets_backend"">
        <xpath expr=""."" position=""inside"">
            <link rel=""stylesheet"" type=""text/scss"" href=""/base_setup/static/src/scss/settings.scss""/>
            <script type=""text/javascript"" src=""/base_setup/static/src/js/res_config_dev_tool.js""/>
            <script type=""text/javascript"" src=""/base_setup/static/src/js/res_config_edition.js""/>
            <script type=""text/javascript"" src=""/base_setup/static/src/js/res_config_invite_users.js""/>
        </xpath>
    </data>
","base_setup/views/assets.xml",NULL,NULL,222,NULL,"extension",True,1,"2021-03-12 09:31:44.829569",1,"2021-03-12 09:31:44.829569",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"board","assets_backend",284,16,222,284,"board assets",NULL,"board.assets_backend",16,"qweb","<?xml version=""1.0""?>
<data name=""board assets"" inherit_id=""web.assets_backend"">
            <xpath expr=""."" position=""inside"">
                <link rel=""stylesheet"" type=""text/scss"" href=""/board/static/src/scss/dashboard.scss""/>
                <script type=""text/javascript"" src=""/board/static/src/js/action_manager_board_action.js""/>
                <script type=""text/javascript"" src=""/board/static/src/js/board_view.js""/>
                <script type=""text/javascript"" src=""/board/static/src/js/add_to_board_menu.js""/>
            </xpath>
        </data>

         ","board/views/board_templates.xml",NULL,NULL,222,NULL,"extension",True,1,"2021-03-12 09:31:45.04593",1,"2021-03-12 09:31:45.04593",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"bus","assets_backend",286,16,222,286,"im assets",NULL,"bus.assets_backend",16,"qweb","<?xml version=""1.0""?>
<data name=""im assets"" inherit_id=""web.assets_backend"">
        <xpath expr=""."" position=""inside"">
            <script type=""text/javascript"" src=""/bus/static/src/js/longpolling_bus.js""/>
            <script type=""text/javascript"" src=""/bus/static/src/js/crosstab_bus.js""/>
            <script type=""text/javascript"" src=""/bus/static/src/js/services/bus_service.js""/>
            <script type=""text/javascript"" src=""/bus/static/src/js/web_client_bus.js""/>
        </xpath>
    </data>

    ","bus/views/bus.xml",NULL,NULL,222,NULL,"extension",True,1,"2021-03-12 09:31:45.179389",1,"2021-03-12 09:31:45.179389",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"resource","assets_backend",311,16,222,311,"resource assets",NULL,"resource.assets_backend",16,"qweb","<?xml version=""1.0""?>
<data name=""resource assets"" inherit_id=""web.assets_backend"">
        <xpath expr=""."" position=""inside"">
            <link rel=""stylesheet"" href=""/resource/static/src/scss/section_backend.scss""/>
            <script type=""text/javascript"" src=""/resource/static/src/js/section_fields_backend.js""/>
        </xpath>
    </data>
","resource/views/resource.xml",NULL,NULL,222,NULL,"extension",True,1,"2021-03-12 09:31:45.57069",1,"2021-03-12 09:31:45.57069",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"utm","assets_backend",312,16,222,312,"utm assets",NULL,"utm.assets_backend",16,"qweb","<?xml version=""1.0""?>
<data name=""utm assets"" inherit_id=""web.assets_backend"">
        <xpath expr=""."" position=""inside"">
            <script type=""text/javascript"" src=""/utm/static/src/js/utm_campaign_kanban_examples.js""/>
        </xpath>
        <xpath expr=""link[last()]"" position=""after"">
            <link rel=""stylesheet"" type=""text/scss"" href=""/utm/static/src/scss/utm_views.scss""/>
        </xpath>
    </data>
","utm/views/assets.xml",NULL,NULL,222,NULL,"extension",True,1,"2021-03-12 09:31:46.514764",1,"2021-03-12 09:31:46.514764",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
"web_cohort","assets_backend",326,16,222,326,"cohort assets",NULL,"web_cohort.assets_backend",16,"qweb","<?xml version=""1.0""?>
<data name=""cohort assets"" inherit_id=""web.assets_backend"">
        <xpath expr=""."" position=""inside"">
            <script type=""text/javascript"" src=""/web_cohort/static/src/js/cohort_view.js""/>
            <script type=""text/javascript"" src=""/web_cohort/static/src/js/cohort_model.js""/>
            <script type=""text/javascript"" src=""/web_cohort/static/src/js/cohort_controller.js""/>
            <script type=""text/javascript"" src=""/web_cohort/static/src/js/cohort_renderer.js""/>
            <script type=""text/javascript"" src=""/web_cohort/static/src/js/sample_server.js""/>
            <link rel=""stylesheet"" type=""text/scss"" href=""/web_cohort/static/src/scss/web_cohort.scss""/>
        </xpath>
    </data>

    ","web_cohort/views/assets.xml",NULL,NULL,222,NULL,"extension",True,1,"2021-03-12 09:31:46.999995",1,"2021-03-12 09:31:46.999995",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
